恨 O
潇 O
湘 O
。 O

闪 O
的 O
我 O
有 O
国 O
难 O
投 O
， O
抵 O
多 O
少 O
南 B
浦 I
伤 O
离 O
后 O
。 O

把 O
西 O
兴 O
路 O
黄 O
犬 O
寻 O
， O
南 B
浦 I
道 O
青 O
鸾 O
任 O
。 O

叹 O
《 O
阳 O
关 O
》 O
声 O
断 O
， O
送 O
别 O
南 B
浦 I
， O
早 O
已 O
成 O
间 O
阻 O
。 O

有 O
越 O
女 O
吴 O
姬 O
楚 O
酒 O
， O
莫 O
虚 O
负 O
老 O
子 O
南 B
楼 I
。 O

花 O
能 O
助 O
喜 O
， O
酒 O
解 O
忘 O
忧 O
。 O
对 O
东 O
篱 O
， O
思 O
北 O
海 O
， O
忆 O
南 B
楼 I
。 O
- O
马 O
致 O
远 O
套 O
曲 O
〔 O
双 O
调 O
· O
行 O
香 O
子 O
〕 O
- O
用 O
“ O
南 O
楼 O
” O
典 O
故 O
比 O
喻 O
游 O
赏 O
地 O
。 O
③ O
醉 O
梦 O
悠 O
悠 O
， O
雁 O
到 O
南 O
楼 O
， O
寄 O
点 O
新 O
愁 O
。 O

东 O
里 O
寻 O
芳 O
去 O
， O
西 O
园 O
秉 O
烛 O
游 O
， O
醉 O
倚 O
南 B
楼 I
。 O

倚 O
阑 O
干 O
千 O
古 O
南 B
楼 I
兴 O
， O
斗 O
转 O
参 O
横 O
， O
命 O
仙 O
客 O
联 O
诗 O
赋 O
鼎 O
。 O

南 B
柯 I
梦 I
清 O
香 O
画 O
戟 O
， O
北 O
邙 O
山 O
坏 O
冢 O
残 O
碑 O
。 O

项 O
废 O
东 O
吴 O
， O
刘 O
兴 O
西 O
蜀 O
， O
梦 B
说 I
南 I
柯 O
。 O

人 O
生 O
幻 O
化 O
待 O
则 O
什 O
么 O
。 O
便 O
似 O
一 O
梦 B
南 I
柯 O
。 O
- O
王 O
德 O
信 O
残 O
曲 O
〔 O
搅 O
筝 O
琶 O
〕 O
- O
以 O
南 O
柯 O
梦 O
比 O
喻 O
人 O
生 O
的 O
虚 O
幻 O
。 O
④ O
相 O
随 O
故 O
友 O
年 O
年 O
少 O
， O
郊 O
外 O
新 O
坟 O
岁 O
岁 O
多 O
， O
一 O
枕 O
南 O
柯 O
。 O

夫 O
妻 O
再 O
要 O
重 O
相 O
见 O
， O
夫 O
人 O
也 O
， O
除 O
是 O
南 B
柯 I
梦 I
一 O
场 O
! O

蜗 O
牛 O
角 O
上 O
争 O
人 O
我 O
， O
梦 B
魂 I
中 I
一 I
枕 I
南 I
柯 O
。 O

谁 O
承 O
望 O
月 O
底 O
西 O
厢 O
， O
变 O
做 O
了 O
梦 B
里 I
南 I
柯 O
。 O

俺 O
也 O
曾 O
几 O
番 O
家 O
心 O
中 O
揣 O
摩 O
， O
莫 O
不 O
是 O
梦 B
里 I
南 I
柯 O
。 O

也 O
只 O
为 O
谁 O
人 O
立 O
起 O
这 O
山 O
河 O
， O
怎 O
做 O
一 O
枕 O
梦 B
南 I
柯 O
。 O

元 O
来 O
是 O
一 O
枕 O
南 B
柯 I
梦 I
里 O
， O
和 O
二 O
三 O
子 O
文 O
翰 O
相 O
知 O
。 O

酒 O
醒 O
好 O
孤 O
恓 O
， O
惟 O
有 O
自 O
心 O
知 O
， O
却 O
似 O
南 B
柯 I
一 I
梦 I
里 O
。 O

你 O
这 O
般 O
对 O
垒 O
交 O
锋 O
， O
到 O
头 O
都 O
总 O
南 B
柯 I
梦 I
， O
说 O
甚 O
军 O
功 O
。 O

孤 O
影 O
， O
南 B
枝 I
乍 O
冷 O
， O
见 O
乌 O
鹊 O
缥 O
缈 O
惊 O
飞 O
， O
栖 O
止 O
不 O
定 O
。 O

南 B
极 I
老 I
重 O
添 O
遐 O
算 O
， O
东 O
海 O
翁 O
再 O
下 O
仙 O
筹 O
。 O

南 B
极 I
耿 I
耿 I
祥 I
光 I
灿 I
， I
明 I
星 I
烂 I
， I
庆 I
老 I
圃 O
黄 O
花 O
娱 O
晚 O
。 O

东 O
里 O
先 O
生 O
酒 O
兴 O
， O
南 B
州 I
高 I
士 I
文 O
声 O
。 O

挈 O
子 O
携 O
妻 O
， O
老 O
隐 O
南 B
州 I
。 O

虽 O
然 O
是 O
得 B
一 I
贤 I
失 I
一 I
贤 I
， I
… I
… I
您 I
也 I
何 I
须 I
的 I
涕 I
两 I
行 I
， I
得 I
蜀 I
望 O
陇 O
休 O
多 O
想 O
。 O

南 B
山 I
豆 I
苗 I
荒 O
数 O
亩 O
， O
拂 O
袖 O
先 O
归 O
去 O
。 O

演 O
武 O
的 O
不 O
数 O
那 O
南 B
山 I
射 I
虎 I
， O
习 O
文 O
的 O
堪 O
叹 O
这 O
西 O
狩 O
获 O
麟 O
。 O

道 O
南 B
宅 I
岂 I
识 I
楼 I
桑 I
， O
何 O
许 O
英 O
雄 O
， O
惊 O
倒 O
孙 O
郎 O
。 O

椰 O
瓢 O
高 O
挂 O
， O
冷 O
清 O
清 O
无 O
是 O
无 O
非 O
诵 O
《 O
南 B
华 I
》 O
， O
就 O
里 O
乾 O
坤 O
大 O
。 O

诵 O
《 O
南 B
华 I
》 O
讲 O
《 O
道 O
德 O
》 O
， O
谈 O
《 O
周 O
易 O
》 O
见 O
天 O
心 O
， O
察 O
地 O
理 O
明 O
人 O
事 O
， O
须 O
持 O
心 O
炼 O
已 O
。 O

贪 O
看 O
西 O
湖 O
， O
懒 O
诵 O
《 O
南 B
华 I
》 O
。 O

朗 O
颂 O
《 O
南 B
华 I
》 O
， O
懒 O
上 O
浮 O
槎 O
， O
笑 O
我 O
尘 O
踪 O
， O
走 O
遍 O
天 O
涯 O
。 O

身 O
安 O
静 O
宁 O
蝉 O
初 O
蜕 O
， O
梦 O
绕 O
南 B
华 I
蝶 O
正 O
飞 O
。 O

这 O
些 O
时 O
懒 O
诵 O
《 O
南 B
华 I
》 O
， O
将 O
一 O
串 O
数 O
珠 O
来 O
壁 O
间 O
挂 O
。 O

可 O
不 O
是 O
空 O
戴 O
南 B
冠 I
， O
你 O
个 O
活 O
楚 O
囚 O
。 O

南 B
亩 I
耕 O
、 O
东 O
山 O
卧 O
， O
世 O
态 O
人 O
情 O
经 O
历 O
多 O
。 O

南 B
亩 I
躬 O
耕 O
， O
东 O
皋 O
舒 O
啸 O
， O
看 O
青 O
山 O
终 O
日 O
饱 O
。 O

觉 O
来 O
红 O
日 O
上 O
窗 O
纱 O
， O
听 O
街 O
头 O
卖 B
杏 I
花 I
。 O

东 O
风 O
软 O
膏 O
雨 O
初 O
晴 O
， O
猛 O
听 O
的 O
卖 B
花 I
声 O
过 O
天 O
街 O
应 O
。 O

猛 O
听 O
的 O
透 O
帘 O
栊 O
卖 B
花 I
声 O
唤 O
起 O
， O
将 O
好 O
梦 O
却 O
惊 O
回 O
。 O

忽 O
听 O
得 O
卖 B
花 I
声 O
过 O
， O
转 O
过 O
画 O
桥 O
西 O
。 O

截 O
耳 O
残 O
形 O
， O
永 O
杜 O
重 O
婚 O
之 O
议 O
; O
劈 B
面 I
流 I
血 I
， I
难 I
从 I
再 I
醮 I
之 O
言 O
。 O
自 O
古 O
至 O
今 O
， O
芳 O
名 O
不 O
灭 O
。 O

题 O
雁 O
塔 O
， O
步 O
蟾 O
宫 O
， O
前 O
程 O
万 O
里 O
附 O
溟 O
鸿 B
。 O

你 O
是 O
必 O
休 O
做 O
了 O
冥 B
鸿 I
惜 O
羽 O
毛 O
， O
常 O
言 O
道 O
好 O
事 O
不 O
坚 O
牢 O
， O
你 O
身 O
去 O
休 O
教 O
心 O
去 O
了 O
。 O

这 O
个 O
是 O
你 O
那 O
佘 O
太 O
君 O
偏 B
怜 I
子 I
， O
我 O
是 O
你 O
老 O
爹 O
爹 O
杨 O
令 O
公 O
。 O

想 O
当 O
日 O
傅 O
说 O
曾 O
板 O
筑 O
， O
更 O
有 O
那 O
倪 B
宽 I
可 I
便 I
曾 I
抱 I
锄 I
。 O

子 O
房 O
鞋 O
， O
买 B
臣 I
柴 O
。 O
屠 O
沽 O
乞 O
食 O
为 O
僚 O
宰 O
， O
版 O
筑 O
躬 O
耕 O
有 O
将 O
才 O
。 O
- O
马 O
致 O
远 O
[ O
双 O
调 O
· O
拨 O
不 O
断 O
] O
) O
作 O
者 O
以 O
“ O
子 O
房 O
鞋 O
” O
， O
“ O
买 O
臣 O
柴 O
” O
等 O
典 O
故 O
， O
抒 O
发 O
穷 O
通 O
应 O
待 O
天 O
时 O
的 O
感 O
叹 O
。 O
② O
担 O
头 O
担 O
明 O
月 O
， O
斧 O
磨 O
石 O
上 O
苔 O
， O
且 O
做 O
樵 O
夫 O
归 O
去 O
来 O
。 O
柴 O
， O
买 O
臣 O
安 O
在 O
哉 O
? O
空 O
岩 O
外 O
， O
老 O
子 O
栋 O
梁 O
材 O
。 O

买 B
臣 I
见 O
弃 O
于 O
其 O
妻 O
， O
季 O
子 O
不 O
礼 O
于 O
其 O
嫂 O
。 O

记 O
得 O
买 B
臣 I
未 I
遇 I
挑 I
薪 I
卖 O
， O
后 O
来 O
发 O
迹 O
何 O
难 O
! O

忆 O
昔 O
先 O
朝 O
， O
朱 O
买 B
臣 I
守 I
会 I
稽 I
; O
司 O
马 O
相 O
如 O
持 O
节 O
锦 O
归 O
。 O

买 B
田 I
阳 I
羡 I
， O
挂 O
剑 O
长 O
林 O
， O
霞 O
缕 O
烂 O
谁 O
家 O
昼 O
锦 O
。 O

六 O
一 O
泉 O
阳 B
羡 I
茶 O
， O
书 O
斋 O
打 O
簇 O
得 O
繁 O
华 O
。 O

佳 O
音 O
不 O
托 O
云 O
间 O
犬 O
， O
老 O
计 O
惟 O
凭 O
阳 O
羡 B
田 I
。 O

归 O
来 O
好 O
向 O
林 O
泉 O
下 O
， O
买 B
牛 I
卖 I
剑 I
， O
求 O
田 O
问 O
舍 O
， O
学 O
圃 O
耘 O
瓜 O
。 O

买 B
四 I
蹄 I
车 I
下 I
牛 I
， I
卖 I
三 I
尺 I
匣 I
中 I
剑 I
， O
免 O
区 O
区 O
附 O
势 O
趋 O
炎 O
。 O

曲 O
栏 O
边 O
莺 O
睍 O
睆 O
， O
小 O
池 O
上 O
鹭 O
婵 O
娟 O
， O
先 O
， O
收 O
拾 O
下 O
买 B
山 I
钱 I
。 O

登 O
山 O
履 O
时 O
时 O
旋 O
整 O
， O
买 B
山 I
钱 I
日 O
日 O
牢 O
揣 O
。 O

道 O
不 O
行 O
齐 B
梁 I
丧 I
了 I
孟 I
轲 I
， O
天 O
数 O
难 O
那 O
。 O

辨 O
汲 O
冢 O
数 O
十 O
车 O
简 O
书 O
， O
笑 O
齐 B
奴 I
三 I
四 I
尺 I
珊 I
瑚 I
。 O

忘 O
飡 O
智 O
士 O
齐 B
君 I
果 I
， O
不 O
吐 O
嫌 O
兄 O
仲 O
子 O
鹅 O
。 O

为 O
功 O
名 O
枉 O
争 O
闲 O
气 O
， O
相 O
位 O
显 O
官 O
高 O
待 O
则 O
甚 O
底 O
， O
也 O
不 O
入 O
麒 B
麟 I
画 I
里 O
。 O

绿 O
鬓 O
衰 O
， O
朱 O
颜 O
改 O
， O
羞 O
把 O
尘 O
容 O
画 B
麟 I
台 O
。 O

懒 O
簪 O
獬 O
豸 O
冠 O
， O
不 O
入 O
麒 B
麟 I
画 I
。 O

唾 O
手 O
功 O
名 O
， O
麟 B
阁 O
要 O
图 O
形 O
。 O

多 O
少 O
英 O
雄 O
， O
不 O
到 O
麒 B
麟 I
。 O

生 O
前 O
不 O
惧 O
獬 O
豸 O
冠 O
， O
死 O
后 O
图 O
画 B
麒 I
麟 O
像 O
。 O

从 O
今 O
后 O
立 O
功 O
名 O
写 O
入 O
麒 B
麟 I
影 O
， O
结 O
丝 O
萝 O
配 O
上 O
菱 O
花 O
镜 O
。 O

韬 O
其 O
光 O
遁 O
其 O
迹 O
学 O
半 O
世 O
懵 O
懂 O
， O
得 B
于 I
心 I
应 I
于 I
手 I
有 O
千 O
般 O
剔 O
透 O
玲 O
珑 O
。 O

常 O
如 O
鸾 O
凤 O
之 O
和 O
鸣 O
， O
早 O
叶 O
麒 B
麟 I
之 I
应 I
瑞 I
。 O

骖 O
鸾 O
仙 O
子 O
骑 B
鲸 I
友 O
， O
琼 O
姬 O
子 O
高 O
， O
巫 O
娥 O
宋 O
玉 O
， O
织 O
女 O
牵 O
牛 O
。 O

谁 O
承 O
望 O
捉 O
月 O
骑 B
鲸 I
再 O
不 O
来 O
， O
酒 O
， O
则 O
被 O
你 O
断 O
送 O
了 O
文 O
章 O
李 O
太 O
白 O
。 O

怕 O
不 O
待 O
骑 B
鲸 I
的 O
飞 O
上 O
天 O
， O
荷 O
锸 O
的 O
埋 O
入 O
土 O
， O
则 O
问 O
你 O
独 O
醒 O
的 O
今 O
在 O
无 O
? O

唱 O
- O
俺 O
这 O
里 O
怕 O
什 O
么 O
骑 B
驴 I
冲 I
大 I
尹 I
。 O

世 O
无 O
伯 O
乐 O
怨 O
他 O
谁 O
， O
干 O
送 O
了 O
挽 O
盐 O
车 O
骐 B
骥 I
。 O

且 O
休 O
说 O
白 O
虹 O
贯 O
日 O
， O
青 B
龙 I
藏 I
地 I
， O
这 O
剑 O
比 O
那 O
太 O
阿 O
无 O
光 O
， O
莫 O
邪 O
无 O
神 O
。 O

对 O
景 O
如 O
青 B
鸾 I
舞 I
镜 I
， O
天 O
隔 O
羊 O
车 O
， O
人 O
囚 O
凤 O
城 O
。 O

天 O
边 O
白 O
雁 O
写 O
寒 O
云 O
， O
镜 B
里 I
青 I
鸾 O
瘦 O
玉 O
人 O
。 O

妆 O
镜 B
里 I
青 I
鸾 O
肠 O
断 O
， O
银 O
筝 O
上 O
宝 O
雁 O
横 O
秋 O
。 O

舞 B
菱 I
花 I
一 I
对 I
青 I
鸾 O
， O
早 O
不 O
入 O
凤 O
台 O
闲 O
玉 O
管 O
。 O

锦 O
笺 O
写 O
恨 O
仗 O
谁 O
传 O
? O
青 B
鸟 I
不 O
来 O
， O
芳 O
音 O
难 O
遣 O
。 O
- O
张 O
子 O
益 O
残 O
套 O
曲 O
〔 O
大 O
石 O
调 O
· O
鹧 O
鸪 O
天 O
〕 O
， O
〔 O
催 O
花 O
乐 O
〕 O
) O
青 O
鸟 O
指 O
信 O
使 O
。 O
② O
青 O
鸾 O
信 O
远 O
， O
紫 O
箫 O
声 O
转 O
， O
画 O
楼 O
中 O
闲 O
杀 O
月 O
明 O
天 O
。 O

花 O
落 O
黄 O
昏 O
， O
暮 O
云 O
将 O
尽 O
， O
专 O
盼 O
青 B
鸾 O
信 O
。 O

信 O
杳 O
青 B
鸾 O
， O
赋 O
离 O
恨 O
花 O
笺 O
短 O
短 O
， O
散 O
清 O
愁 O
